op_wip,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
151,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,3,0,0,0,2,1,0,0,2,0,0,2,3,1,0,0,2,0,0
152,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,3,1,0,0,0,3,0,0,0,2,7,0,1,0,1,1,0,1,1,1,0,0,1,0
153,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,3,0,0,0,4,0
154,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,0
155,2,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,1,2,1,0,2,0,4,0
156,0,0,1,0,3,1,1,0,6,0,0,0,0,4,0,1,0,0,1,1,0,0,3,0,1,0,2,2,0,0,0,0,2,0,1,2,0,1,1,3
157,1,1,1,0,1,1,0,4,2,1,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,2,2,0,1,0,0,1,0,0,1,1,0,1,0,2
158,0,2,0,0,0,1,0,0,0,1,1,2,2,0,1,1,0,2,1,1,0,0,2,0,0,0,2,0,0,6,2,0,5,0,0,0,0,1,0,1
159,4,2,1,0,0,1,0,0,6,1,1,0,1,4,3,3,0,0,1,1,0,0,2,0,0,0,2,0,0,5,0,0,0,0,2,1,0,1,0,1
160,0,2,0,0,2,1,0,0,0,0,3,0,0,0,3,0,0,0,1,3,0,0,2,0,0,5,0,0,0,0,0,0,0,2,0,3,0,0,9,1
161,0,1,0,0,0,5,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,2
162,0,1,1,0,3,0,3,0,0,0,1,1,0,0,3,2,1,8,1,0,2,0,0,2,0,1,0,1,0,1,0,3,0,0,0,1,0,0,0,5
163,0,0,0,2,0,0,0,1,0,0,0,2,2,0,3,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,7,0,0,0,3
164,4,0,2,0,2,0,2,0,0,0,0,2,3,1,0,1,1,0,0,0,6,0,0,1,0,0,0,2,0,1,3,1,0,0,0,1,0,0,0,4
165,0,0,1,0,0,0,3,3,0,0,0,2,0,0,0,1,0,2,0,0,0,0,2,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,3,4
166,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,3,0,1,0,0,0,2,0,2,3
167,0,0,0,0,4,0,0,2,0,1,0,2,0,0,0,1,0,1,0,0,3,0,4,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,1,0
168,1,0,0,1,1,0,2,2,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0
169,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,0,2,0,0,1,0,2,3,3,0,0,2,2,0,0,0,0,0,0,3,1,0,0,0
170,1,0,1,1,0,0,0,1,0,0,0,1,1,3,1,0,1,0,0,6,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0
171,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
172,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,6,0,0,0,0,1,0,0
173,0,0,1,1,0,0,0,1,1,0,3,0,0,0,0,0,1,2,0,1,0,0,1,0,0,3,0,1,3,1,1,0,0,0,0,0,0,0,0,0
174,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,3,0,4
175,0,0,0,0,3,0,0,6,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,7,1,0,0,1,0,0,0,0,1,0,0,2,0,0,3
176,4,3,0,2,1,0,3,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0
177,0,0,0,0,2,0,0,1,1,0,0,0,0,1,3,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,2,0,0,2,4,0,0
178,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1
179,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,3,2,1,0,1,0,2,0
180,1,0,0,0,0,0,0,2,0,0,1,0,2,1,4,0,0,0,0,0,0,2,1,1,0,1,1,2,0,0,0,0,0,1,2,1,1,0,1,0
181,1,0,1,0,1,1,0,0,10,0,0,0,0,1,2,0,0,0,2,0,0,0,0,4,0,0,0,1,0,1,1,0,0,2,2,0,0,1,3,0
182,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,3,0,2,0,2,1,2,0,1,0
183,1,0,2,1,1,1,0,0,9,4,0,0,1,7,0,0,0,0,10,1,0,0,1,0,0,0,3,0,2,9,3,0,0,0,2,0,0,0,1,0
184,1,2,0,0,3,1,0,1,0,2,1,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,1,5,0,12,3,0,0,0,2,0,0,0,1,0
185,1,1,0,1,0,2,0,0,0,1,1,0,0,0,2,0,0,2,0,1,0,0,2,1,0,0,1,4,3,12,3,0,2,0,1,0,0,0,1,0
186,1,0,0,1,0,2,0,1,0,0,7,0,0,2,6,0,0,3,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2
187,0,3,0,3,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
188,0,4,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,1,3,0,1,1,3,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0
189,0,0,0,0,2,0,2,0,0,0,2,0,1,0,2,0,3,0,0,1,0,0,1,1,0,0,0,1,0,0,5,0,0,1,0,1,0,1,6,1
190,0,0,0,0,0,6,2,1,4,0,0,1,0,0,1,1,0,0,0,2,3,0,1,1,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0
191,0,1,1,0,5,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,1,0,0,1,1,0,0,0,0
192,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,1,2,0,0,0
193,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,4,3,0,0,1,0,0,0,1,0,0,1,0,1,4,2,2,0,0,0,2,0,1,0
194,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,2,0,1,3,3,1,2,1,0,2,1,0,0,0,0,4,0,0
195,0,0,2,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,9,0,0,0,2,1,0,1,0,0,1,0,1,0,1,0,2,0,0,0
196,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,6,6,0,0,9,0,0,2,1,0,0,2,1,0,0,0,1,0,1,0,3,0,0,1
197,6,0,1,2,1,0,3,2,1,1,0,0,0,0,0,2,1,0,0,0,9,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1,1,3,0
198,0,0,0,1,0,0,0,2,4,5,0,0,1,0,0,1,1,0,0,0,9,0,1,0,2,0,0,2,1,0,0,0,1,1,1,1,2,3,0,0
199,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,7,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
200,0,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,2,0,0,0,0,6,1,0,0,0,0,0
201,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,1,1,0,9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
202,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,2,0,0,1,1,0
203,0,1,1,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,2,0,2,3,1,0,0,0,1,0,0,0,1,1,1,2,1,0,1
204,0,0,0,0,1,0,0,8,0,0,0,0,2,0,0,0,2,0,2,0,0,2,1,1,0,0,2,4,0,1,0,0,1,0,0,0,0,1,0,0
205,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4,0,1,2,0,0,0,7,1,0,0,0,1,0,1,0,1,0,2
206,0,0,0,0,1,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,3,0,0,1,0,3,0,1,0,0
207,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,2,1,3,0,1,0,1,0,3,0,1,1,3
208,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,1,4,0,0,0,0,1,0
209,1,0,0,0,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,3,4,1,0
210,1,0,2,0,6,2,0,0,0,1,3,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,3,2,0,0,0,1,0
211,1,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,4,0,0,2,1,0,3,0,3,0,0,0,1,1
212,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1
213,2,1,1,0,0,1,4,0,0,1,0,0,0,2,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0
214,1,2,1,0,2,1,1,3,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,1,1,3,0,0,0,0,2,0,0,1,0,1,1,0
215,3,4,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,7,1,0,0,1,5,1,0,0,0,0,3,0,0,0,0,5,1,0,0,10,1
216,0,2,0,4,0,1,0,0,0,0,3,0,2,1,1,0,0,0,0,2,0,0,1,5,1,2,1,1,0,2,0,1,2,0,0,1,2,0,0,0
217,1,1,0,0,0,0,1,0,1,0,1,0,2,0,1,2,0,0,1,2,0,0,1,5,0,0,3,1,0,0,0,1,0,2,0,1,0,0,1,3
218,2,2,0,1,0,0,1,0,2,0,0,1,0,0,1,1,1,0,0,0,0,1,0,5,0,0,0,1,1,0,2,1,0,2,0,0,2,0,0,0
219,0,0,4,0,0,0,1,0,1,0,0,1,0,0,1,4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,1,7,0,0,0
220,0,0,0,0,1,3,0,0,0,0,0,1,0,3,0,1,0,1,0,0,4,0,0,1,0,0,1,1,4,1,1,0,0,0,0,0,1,0,0,0
221,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,0,1,0,0,0,1,0,0,2
222,0,0,2,0,0,0,0,1,3,0,0,1,1,0,0,3,0,0,0,0,1,0,0,2,3,0,0,1,0,0,1,1,2,1,1,0,1,0,0,0
223,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,3,0,2,2,1,1,0,0,2,0,4,0,1,0,0,2
224,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,1,1,3,0,0,1,0,0,0,1,2,0,1,0
225,0,3,2,4,3,0,0,2,2,1,0,0,4,0,0,0,2,1,0,0,1,0,0,0,1,0,0,3,2,0,1,0,0,1,1,0,2,0,0,0
226,0,0,0,4,0,0,0,2,1,0,0,0,4,1,0,0,2,3,0,4,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1
227,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0
228,1,0,1,2,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,3,0
229,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
230,0,0,3,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,3,0,2,2,0,0,0,2,1,0,0,0,1,0,0
231,0,4,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0,0,0,2,1,0,0,0,1,0,0
232,6,0,0,0,1,0,0,3,5,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0
234,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,11,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,1,2,0,0,0,1,0
235,0,0,0,0,0,0,0,3,0,1,0,0,0,3,5,0,0,1,0,1,0,1,0,0,0,0,2,4,0,1,5,0,0,1,1,1,0,3,2,0
236,1,4,0,0,0,0,0,0,0,1,0,1,9,1,0,0,0,0,2,1,0,1,0,0,0,0,3,0,0,2,0,0,0,1,1,0,0,7,0,0
237,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,1,1,0,0,6,1,0,1,0,4,0,0,0,2,0,0,2,1,1,0,0,0,0,0
238,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0
239,1,1,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,1,1,2,0,5,1,0,0,2,0,0,1,5,0,0,0,0,1
240,1,0,0,0,0,0,0,0,0,1,3,2,0,3,0,0,0,0,1,1,0,0,1,0,0,0,3,1,0,0,1,0,3,0,1,0,0,0,2,2
241,0,1,0,0,0,1,0,2,0,0,1,0,0,0,3,0,0,0,1,1,0,4,1,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,1,2
242,2,1,1,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
243,0,1,0,0,0,1,1,1,0,2,2,0,0,1,2,0,2,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0
244,0,1,0,0,7,2,1,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6,2
245,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
246,0,1,0,0,0,1,2,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,9,1,0,1,0,1,4,0,0,2,2,0,2,1,0,1,0,0
247,0,0,0,1,0,4,2,0,0,0,1,2,0,3,0,2,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,1,0,1,1,0,0,0
248,0,0,1,0,0,0,2,1,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,3,2,3,0,0,0,1,0,0,0
249,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,0,1,6,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0
250,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,3,0,0,0,0,0,1,0,3,0,0,1
251,0,2,1,0,0,0,0,1,0,1,0,1,0,0,11,0,0,0,0,0,2,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,3,0,0,0
252,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,3,1,0,0,0,2,0,3,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,6,0
253,1,0,1,2,0,0,0,0,0,0,1,1,1,1,0,0,2,3,1,0,1,2,0,0,2,1,0,0,1,0,0,2,5,0,1,0,0,0,0,0
254,1,0,1,1,1,0,2,1,3,0,0,1,2,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,1,4,3,1,0,6,7,1,2,3,1,3
255,0,0,2,1,0,1,1,0,0,0,4,0,3,0,0,0,1,0,0,0,1,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1
256,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,2,1,0,1,1,0,1,0,0,1,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0
257,1,1,1,2,1,0,2,0,1,1,1,0,3,0,1,0,2,0,0,0,0,1,1,0,0,3,2,0,0,0,0,1,0,1,0,1,0,1,0,0
258,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,4,1,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,1,0
259,1,2,2,1,1,4,1,3,2,1,0,0,0,0,1,0,3,0,0,0,2,1,0,0,0,3,0,7,0,1,0,0,1,1,0,2,0,1,1,0
260,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1
261,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0
262,0,0,4,6,0,0,0,0,0,1,0,1,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0
263,0,0,4,0,0,2,0,0,5,2,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0
264,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0
265,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,2,0,0,0,0,0,0,0,2,0
266,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,1
267,3,0,3,0,0,0,0,1,0,2,3,2,0,0,0,7,0,4,3,4,0,0,1,0,0,0,0,2,1,0,1,3,0,0,1,0,3,0,2,2
268,3,0,0,4,0,0,1,0,0,1,1,0,3,0,0,0,0,0,2,3,0,0,1,0,2,0,1,6,0,0,1,0,1,0,1,0,0,0,2,1
269,0,1,0,0,0,2,0,1,1,0,2,0,2,2,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,2,1
270,1,2,1,1,0,1,5,0,1,0,1,0,1,1,1,1,0,2,2,0,0,0,2,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
271,5,2,0,0,0,4,0,0,0,0,0,0,2,0,1,3,0,1,2,0,0,0,0,4,1,1,1,4,0,3,0,0,0,3,0,1,1,0,16,1
272,0,2,0,0,0,0,3,6,0,0,3,1,4,1,0,2,0,1,2,0,0,0,1,4,0,3,1,1,0,0,0,1,4,0,0,1,0,1,0,0
273,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,2,0,1,2,0,7,0
274,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
275,3,7,1,0,0,0,0,0,0,0,0,1,1,0,1,1,4,0,6,0,0,0,0,1,0,0,2,1,0,1,3,0,2,0,0,0,0,0,0,0
276,0,0,1,0,5,2,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,4,4,1,0,0,0
277,0,0,1,1,0,0,1,1,0,2,0,2,0,0,1,1,0,0,2,3,1,0,1,0,5,0,1,1,0,0,0,0,2,0,0,7,2,0,0,0
278,0,0,0,0,8,0,0,1,4,0,0,2,0,0,0,2,0,2,0,0,7,0,0,1,0,0,4,1,1,0,0,4,0,0,1,0,2,5,3,0
279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0
280,0,0,0,1,0,0,3,1,3,0,1,0,0,0,8,3,2,0,1,0,3,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1
281,1,4,0,1,0,0,0,1,0,3,3,0,3,3,0,2,1,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
282,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,7,1,0,0,0,3,0,0,1,0,0,2,0,3,0,0,0,1,0,4,0,0,7,4,0
283,1,1,0,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,2,1,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0
284,0,0,0,3,0,2,0,0,1,1,0,6,2,1,0,0,1,1,0,0,0,1,1,1,0,2,0,0,3,0,0,0,1,1,0,0,0,2,0,0
285,0,0,0,3,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,3,1,1,0,2,0,0
286,0,4,0,0,1,0,0,0,2,1,0,2,0,0,0,0,1,0,0,2,6,1,0,0,0,3,0,0,1,0,0,0,1,3,0,0,1,2,0,0
287,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,2,2,0
288,1,0,0,1,1,0,0,0,1,1,4,1,2,0,1,2,1,0,0,0,0,1,0,0,0,4,0,1,1,1,1,2,0,3,0,0,0,2,1,0
289,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,1,0,0,0,4,1,0,2,1,0,1,0,0,0,0,0,2,0,0
290,1,0,0,0,1,1,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,2,1,1
291,1,3,0,0,1,2,0,0,0,1,1,0,2,0,1,0,0,1,1,0,0,1,3,4,1,0,0,2,1,1,0,2,0,0,0,0,0,0,1,0
292,1,0,1,0,1,0,0,0,0,0,0,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0,1,1,0
293,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,3,1,2,0,0,0,0,0,4,1,0,0,0,1,0,3,0,1,0
294,1,1,0,0,0,0,0,1,1,1,4,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,1,0,1,2,1,1,0,2,1,0,0,1,2,0
295,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,1,3,2,3,1,0,0,1,0,1,0
296,1,2,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,1,2,1,0,1,0,1,0,0,0,0,6,1,1,0,0,1,2,0,0,0,0
297,1,2,0,0,0,0,0,0,1,1,3,0,4,1,3,0,0,0,1,1,4,2,1,0,0,2,0,0,0,2,4,0,0,3,4,0,0,0,1,0
298,1,2,0,0,0,1,0,4,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,3,0,0,2,0,0,0,0,0,0,1,0,2,0,0,5,0
299,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,0,1,0,0,0,5,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,1,3,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0
301,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,4,3,0,1,0,1,0,0,1,1,4,0,0,0,3,0,0,0
302,1,0,1,2,1,0,1,3,0,1,0,1,0,1,2,2,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,1,0,0,0,0,2,1,3,3
303,0,0,0,4,0,0,0,0,0,0,0,1,3,0,1,1,2,1,0,2,0,0,2,3,0,0,0,1,0,0,2,0,1,0,0,0,2,0,7,0
304,0,0,0,4,2,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,1,1,0,0,2,0,7,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,1,0,1,1,6,0,0,0
306,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,4,0,0,1,1,1,0,1,0,1,1,0,0,0,0,3,0,0,0
307,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,2,3,2,0,0,2,2,0,1,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1
308,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,3,0,0,0,1,0,0,1,0,0,0,0
309,0,0,0,1,1,2,0,0,0,0,0,1,1,0,2,1,1,0,1,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,2,0,1
310,1,0,0,1,0,0,0,1,0,0,2,1,1,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
